ID,Name,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level,Address,Email,Phone,DateOfBirth,AccountType,Balance,LoanAmount,Income
143,Hannah Reyes,71,2014,13583,19772,697,3787.36,5,"6537 Jeremiah Extensions Suite 823, Stacyside, PA 34013",trevinofrancisco@example.org,1234568032,11-01-1966,Savings,8239.48,3124.74,59938.91
144,Katherine Ibarra,52,2015,17235,94795,564,3778.7,1,"98813 David Club, Teresaton, NJ 84234",robert87@example.net,1234568033,08-03-1969,Savings,22828.22,9540.06,66315.29
145,Julie Chen,61,2018,11084,83370,746,1857.79,2,"3699 Laura Crest Apt. 940, Jenniferstad, FM 17203",elizabeth79@example.net,1234568034,13-04-1975,Checking,25065.92,8887.59,89735.24
146,Caleb Fleming,43,2015,15238,19178,403,5192.32,5,"8279 Noble Vista, Annettefurt, GU 28887",chavezrebekah@example.org,1234568035,17-09-1993,Business,16766.1,20938.36,124582.2
147,Rachel Martinez,71,2010,23034,85265,842,1639.97,1,"2208 Kaitlyn Well Apt. 103, East Shane, CT 96692",yramirez@example.org,1234568036,22-02-2005,Business,41748.43,22169.36,143723.02
148,Rebecca Stark,63,2010,27671,38183,681,9305.77,1,"276 Yvette Mount, Latashafort, AR 52757",jonathanspence@example.net,1234568037,01-04-1995,Business,46396.03,22933.6,99907.52
149,Melanie Patrick,51,2010,35584,62288,657,2320.7,5,"202 Gallegos Parks, Kelleymouth, NV 64085",wilsonalyssa@example.org,1234568038,04-06-2006,Savings,27639.1,23963.46,68255.61
150,Rachel Lopez,35,2012,27760,42565,635,6784.5,2,"78826 Christopher Streets Suite 855, Lake Danielleshire, CA 36560",connie04@example.com,1234568039,05-10-1957,Savings,40652.66,10198.81,80789.94
151,Jill Sherman,51,2014,6372,81859,671,2144.59,2,"PSC 8267, Box 4343, APO AA 39908",johnevans@example.com,1234568040,12-04-1988,Business,36347.33,19691.08,47946.53
152,Richard Jones,69,2021,25195,57269,695,8098.83,5,"PSC 1097, Box 3112, APO AA 68713",jennifer63@example.com,1234568041,06-01-1993,Checking,16831.02,21952.29,38249.82
153,Timothy Tucker,33,2020,39622,97522,520,5492.24,2,"2060 Joy Lights, Palmermouth, OK 41170",chadwise@example.com,1234568042,18-05-1959,Checking,20680.78,24937.34,119386.65
154,Theresa Estrada,72,2021,6773,23849,444,7979.55,1,"219 Sherri Island Apt. 467, Amandachester, NJ 17727",gonzalezdaniel@example.org,1234568043,06-07-1957,Business,11760.5,4765.45,79569.57
155,Cindy Davis,31,2013,21631,20722,741,6302.08,3,"625 Cantrell Lake, Lake Heather, HI 80924",dennishaley@example.net,1234568044,06-10-1982,Checking,36594.16,12484.14,126149.96
156,Stacy Chan,75,2020,43198,90684,766,2622.04,2,"16749 James Summit Suite 272, Snydermouth, MI 03377",brennanmark@example.com,1234568045,13-12-1972,Savings,13282.91,12662.12,41932.4
157,Jennifer Torres,61,2012,26441,77563,797,7158.53,2,"829 John Greens, Ethanbury, AZ 71781",glovercarlos@example.org,1234568046,08-11-1978,Savings,29789.32,22665.14,44939.2
158,Jeffery Knight,55,2012,9033,53467,778,5708.21,4,"4538 Wagner Street Apt. 643, Lake Paulchester, DE 66809",crodriguez@example.com,1234568047,23-07-1992,Savings,31532.17,1525.57,134578.33
159,Taylor Perry,70,2011,34479,81019,805,5646.56,3,"0901 Christopher Groves, New Kent, CT 66446",earellano@example.org,1234568048,05-07-1955,Checking,338.15,9382.38,69813.1
160,Raymond Navarro,44,2023,22359,53034,812,9660.15,5,"259 Blankenship Dale, Melissachester, LA 16985",bfry@example.com,1234568049,27-10-1953,Checking,43794.26,187.36,60945.26
161,Jeremy Parks,55,2017,4412,88164,640,3692.2,3,"94337 Martin Ramp, Lake Angela, SC 33560",idavenport@example.com,1234568050,25-08-1979,Savings,15166,27940.99,55460.65
162,Thomas Rivers,35,2021,5903,65663,362,5832.78,3,"93776 Justin Junctions, Nobleshire, VT 76328",kathyrodriguez@example.com,1234568051,04-04-1969,Business,9505.27,22076.06,147040.65
163,Angela Jones,46,2017,4186,87806,488,1345.39,1,"46147 Cook Squares, Christopherside, MN 17693",wmorse@example.com,1234568052,06-05-1988,Savings,12745.94,25934.59,141545.91
164,Allen Bailey,49,2020,20268,60827,430,7940.92,3,"667 Clayton Plain Suite 188, South Alec, MH 63101",lindanorton@example.com,1234568053,19-02-1982,Business,49185.23,12158.13,147774.18
165,William Fuentes,60,2012,20512,40061,444,6403.59,2,"7518 Darrell Passage, West Terrytown, LA 38748",tiffany16@example.org,1234568054,30-03-1952,Savings,3732.05,16870.01,128225.58
166,Steven Clark,59,2014,47586,71170,829,1941.08,3,"8877 Kevin Shoal, Joycestad, WI 66972",ericgarcia@example.com,1234568055,05-12-1996,Savings,39060.56,27981.05,111797.95
167,Michael Mays,62,2014,3364,15857,361,9492.53,1,"4016 White Stream Suite 444, North Andrewland, VT 22329",pshaw@example.org,1234568056,03-09-1961,Checking,1159.27,6871.85,118415.82
168,Adam Wood,68,2023,12125,19185,749,4658.98,4,"5886 Bradley Ranch Suite 191, North Kenneth, PR 55440",anna44@example.com,1234568057,26-09-1951,Business,34640.03,17731.03,79646.33
169,Larry Villarreal,40,2012,8052,20158,671,7633.78,4,"2402 Torres Trafficway, Carlosside, WV 28784",brendareynolds@example.org,1234568058,17-05-2002,Checking,35689.77,19833.93,99164.53
170,Brian Cooper,23,2023,25466,13893,729,4257.09,4,"67877 Williams Street, Penamouth, NE 77299",firwin@example.net,1234568059,08-06-1974,Checking,26765.84,13665.87,27612.51
171,Beverly Levy,38,2010,24114,67630,521,6384.93,1,"664 Jonathan Course Suite 804, Zavalaborough, OR 35665",kenneth81@example.org,1234568060,12-10-2005,Business,7587.53,1485.11,78562.91
172,John Carter,57,2012,19647,88570,545,942.95,3,"488 Diaz Plains Apt. 510, Wilsonton, MP 68952",ewhite@example.org,1234568061,19-06-1951,Checking,21060.73,15159.79,65404.77
173,Tina Fields,25,2020,12244,96494,613,3897.62,5,"24099 Gray Plaza Apt. 812, New Angelamouth, NM 81726",bbeasley@example.org,1234568062,15-08-1983,Business,29766.58,29498.3,147369.17
174,Willie Garcia,49,2015,30752,55208,626,2167.48,4,"04008 Rodriguez Track Apt. 188, Pricemouth, IN 03093",thomasjennifer@example.org,1234568063,14-06-1979,Checking,22986.3,9666.97,116621.85
175,Brooke Hurst,55,2023,44033,99462,604,4575.03,1,"523 Cox Well Suite 393, South Wanda, CA 28874",wdavis@example.org,1234568064,28-10-1987,Checking,29708.51,23347.67,132484.01
176,Regina Stewart,58,2021,28918,25811,451,5219.13,2,"1705 Jennifer Fork, Romanborough, MS 35507",omiller@example.net,1234568065,08-11-2002,Business,26106.73,9850.32,49999.57
177,Paul Carter,39,2015,13423,97347,801,9010.76,2,"4948 Stephanie Trail, East Mark, NV 55670",anitabarnes@example.net,1234568066,20-12-1987,Checking,48426.88,13596.74,80292.36
178,Angel Anderson,72,2013,43621,47271,816,5729.79,2,"08051 Harris Ridges, Davisburgh, RI 99126",christophercampbell@example.org,1234568067,06-08-1987,Savings,36846.09,20160.33,26074.05
179,Blake Jones,30,2020,49279,25047,589,9277.97,2,"USCGC Lester, FPO AE 99880",stephanie57@example.org,1234568068,13-05-1954,Business,30012.1,5285.52,32327.3
180,Juan Yang,33,2011,16982,98532,628,3031.24,1,"11007 Fowler Point, Murrayview, AZ 16460",halldenise@example.com,1234568069,04-11-1956,Savings,10818.59,4560.86,92917.31
181,Jay Walsh,19,2018,7127,19874,477,3951.14,2,"4275 Wilson Groves, Trevortown, NJ 88561",janderson@example.org,1234568070,01-10-1974,Business,37514.49,28272.07,130687.57
182,Jeremy Wood,64,2022,9039,28967,403,5375.85,5,"064 Brandon Lake Suite 295, Thomasstad, KY 63034",christina46@example.net,1234568071,22-11-1998,Checking,48611.56,2863.53,47789.07
183,Amy Ortiz,35,2017,28208,96863,567,3703.14,3,"006 Laura Plaza, Erinbury, GA 19060",kathleen81@example.org,1234568072,01-01-1996,Checking,44264.6,21984.04,21844.05
184,Nicholas Flores,25,2012,11422,34795,418,2881.84,1,"235 Mccullough Orchard Apt. 265, North Meghan, KY 59866",cmarshall@example.net,1234568073,23-03-1985,Checking,49864.42,29380.69,138600.63
185,Edward Ruiz,63,2020,33633,39246,334,9171.23,5,"47293 Romero Cove, Thompsontown, NH 11230",qthompson@example.net,1234568074,03-03-1969,Savings,41783.43,4998.43,148854.25
186,Rebecca Hill,32,2014,39657,79767,436,4146.05,1,"18216 Sharon Isle, West Richardchester, NE 86725",matthew83@example.com,1234568075,12-01-1994,Business,44318.53,6563.84,38779.67
187,Melissa Flynn,41,2015,34834,15236,562,1854.83,1,"2397 Samantha Plaza Apt. 356, Youngchester, KY 92640",sarajohnson@example.net,1234568076,12-04-1988,Savings,16379.05,18473.97,61756.41
188,James Saunders,68,2013,30738,94881,451,5480.53,5,"85544 French Corner, North Spencer, PA 01886",emily84@example.com,1234568077,16-03-1992,Checking,37644.83,29190.94,64668.53
189,David Chavez,28,2020,36339,73985,361,6547.97,1,"614 Robles Square, Erinside, MN 77795",roberthenry@example.com,1234568078,27-12-1990,Business,2663.65,24348.22,114802.12
190,Brenda Ford,39,2011,46517,25396,329,2421.67,3,"4322 Sylvia Pike, Yateschester, MP 68615",phillip05@example.com,1234568079,11-12-1983,Business,18052.56,2843.28,69535.73
191,Karen Harris,45,2019,35403,36245,486,5608.22,4,"71210 Christopher Avenue, Mckenzieshire, NC 93010",johnsonpreston@example.org,1234568080,30-08-2004,Checking,16564.74,16682.37,58280.47
192,Michael Montgomery,70,2020,12687,36150,335,3422.73,2,"USCGC Bryant, FPO AP 06598",sharonsmith@example.com,1234568081,21-04-1989,Savings,19621.48,21123.63,133041.07
193,Edwin Mack,21,2021,1001,69513,409,5319.83,5,"Unit 9213 Box 3648, DPO AE 20612",brianwiggins@example.com,1234568082,28-05-1998,Savings,5995.57,5554.52,63875.34
194,Kimberly Moore,24,2013,47838,42113,343,5500.24,3,"53547 Poole Ridges Suite 375, East Matthew, VI 04382",jenna28@example.com,1234568083,16-05-2003,Business,23900.76,6347.41,130130.43
195,Kaitlin Gregory,68,2015,7147,85575,751,590.23,3,"3615 Wilkinson Mission, Port Ronaldtown, MT 13747",petersjennifer@example.com,1234568084,01-06-2001,Business,41228.52,19978.08,63186.15
196,Crystal Gill,27,2022,2142,29064,682,4662.68,3,"319 Michael Fields, New Edwardmouth, AZ 59783",ryanedwards@example.org,1234568085,09-12-1993,Savings,16777.52,21633.39,33826.5
197,William Martinez,72,2016,32518,38524,343,9750.8,5,"41229 Todd Pike Suite 967, Schmidtbury, TX 87261",michael58@example.net,1234568086,26-02-1960,Savings,39871.99,13540.96,27577.87
198,Amanda Scott,62,2022,11074,42330,308,3418.73,3,"92652 Turner Cliff Suite 774, South Michaelhaven, ND 95773",phillipjackson@example.com,1234568087,17-01-1966,Checking,38258.98,2755.44,126405.71
199,Lauren Foster,32,2011,14561,35559,585,4031.35,3,"0869 Howell Ford Suite 102, East Jenniferchester, TN 90390",paulsanchez@example.net,1234568088,19-09-1966,Checking,29385.5,21933.27,85930.21
200,David Campbell,20,2014,22512,99083,573,6401.57,2,"93730 Donald Circles, East Matthewmouth, NV 07074",james37@example.org,1234568089,19-09-1987,Checking,27218.08,17511.93,27387.18
201,Susan Larson,70,2022,38402,32562,696,7381.44,1,"33298 Savannah Neck Suite 645, South Elizabethbury, SD 17623",tylernunez@example.com,1234568090,06-08-1958,Business,25976.26,29576.31,126920.25
202,Ricky Torres,54,2016,4339,37359,349,2685.77,2,"75468 White Locks, Andersonmouth, IN 39065",dalton07@example.net,1234568091,16-05-1978,Business,25502.82,25297.56,135559.98
203,Joseph Wright,58,2018,6612,20279,466,3384.4,5,"582 Mcintosh Gateway, Connieberg, AZ 02206",manuelhooper@example.net,1234568092,22-09-1951,Business,9531.42,6747.11,85639.62
204,Carla Perry,52,2015,34049,40748,690,6691.9,2,"15040 Delgado Keys, North Elizabethmouth, AR 96000",vperez@example.net,1234568093,18-12-1996,Checking,44040.2,221.14,127707.99
205,Joseph Berry,56,2010,35239,30693,582,2700.75,3,"82373 Russell Underpass, New Stevenville, IA 84911",ldennis@example.org,1234568094,23-12-1992,Checking,43065.21,21723.39,35360.95
206,Kim Jenkins,61,2020,17747,71302,381,3715.15,2,"3834 Pace Prairie Suite 878, Hayleyburgh, ND 14472",jonesjill@example.net,1234568095,31-01-1989,Business,25152.82,6949.18,37629.86
207,Jennifer Osborne,22,2015,9416,25127,569,8606.74,3,"5469 Jenkins Burg, Travisport, MN 79563",stanner@example.net,1234568096,11-09-1992,Savings,6871.71,11529.4,82139.85
208,Ebony Watson,19,2013,18030,97754,375,9578.3,2,"7825 Michael Streets Apt. 591, Schneiderborough, LA 14014",mckenziewalsh@example.org,1234568097,09-09-1977,Savings,19639.95,21314.95,92087.08
209,Brooke Terry,25,2016,22706,80162,779,8780.61,2,"6069 Lopez Heights, Mcguirefort, OR 50848",smithjessica@example.org,1234568098,22-07-1981,Checking,9622.45,2155.27,83874.74
210,Kevin Taylor,58,2010,28888,50241,471,3367.22,2,"37008 Gonzalez Harbor Suite 191, New Aprilstad, CA 71760",mathewberry@example.net,1234568099,01-02-1977,Checking,7447.46,2549.31,55974.84
211,Heather Kennedy,30,2022,8773,70317,546,2111.68,1,"048 Nicole Extension Apt. 713, Jensenstad, NV 53338",jonathan77@example.net,1234568100,19-10-1976,Business,7987.1,3083.45,104426.24
212,John Neal,56,2016,49347,56745,792,4317.56,3,"1538 Nicholas Locks, Lake Krystal, WI 47894",martinezbrian@example.com,1234568101,11-02-1969,Savings,9293.26,17426.26,35282.13
213,Matthew Brown,71,2018,26719,29283,566,1705.92,3,"Unit 9386 Box 7673, DPO AP 19179",michelle31@example.net,1234568102,03-11-1958,Savings,46166.9,14221.01,51690.69
214,Patrick Williams,54,2014,46534,33885,796,1216.49,2,"9823 Garcia Village Suite 614, Lake Barbaraborough, MT 96764",rosscatherine@example.com,1234568103,20-10-2006,Business,22339.5,18157.35,87382
215,Allison Ruiz,25,2022,1276,31961,775,9703.66,2,"5908 Andrea Harbors Apt. 774, West Becky, AL 89164",cbowman@example.org,1234568104,29-09-1958,Business,29989.02,26992.87,60558.22
216,Alexandra Rose,43,2022,49023,42848,418,9049.88,3,"4837 Troy Stream, East Kathrynfurt, DE 41471",angela77@example.net,1234568105,12-04-2001,Savings,47842.17,2886.04,43282.08
217,Sean Parks,23,2012,19667,44023,714,2830.1,3,"447 Stephanie Station Suite 024, Seanshire, RI 76273",christina95@example.org,1234568106,11-11-1952,Checking,10959.13,25910,121949.61
218,Maureen Smith,41,2014,37200,94800,486,2093.19,2,"8486 Adams Turnpike Suite 291, West Sharonstad, LA 67376",omurillo@example.net,1234568107,07-08-1961,Savings,42057.24,15971.68,86276.99
219,Marc Key,71,2010,46084,91396,632,683.08,5,"74020 Robles Circle, Evansville, UT 52871",lgreene@example.org,1234568108,14-04-1975,Checking,22765.44,11599.31,88135.55
220,Melissa Acosta,25,2021,20632,48838,698,7407.16,3,"815 Rodriguez Springs Apt. 865, New Rachel, NM 05167",lewisjennifer@example.net,1234568109,26-03-2002,Savings,45176.26,17844.93,121106.29
221,Paul Roberts,20,2014,28233,81372,504,3227.43,1,"9120 Alan Islands Apt. 827, Espinozastad, RI 03578",emily57@example.com,1234568110,07-11-1984,Checking,42885.01,24433.25,89309.55
222,Joel Rivera,56,2021,40848,49848,666,5867.57,4,"496 Smith Branch Suite 821, Kingfurt, CA 94553",fcortez@example.com,1234568111,25-01-1993,Checking,167.27,18710.7,107467.08
223,Javier Prince,19,2011,21810,39866,680,1509.9,2,"USNS Welch, FPO AE 34097",jillmiller@example.org,1234568112,13-05-2005,Savings,29587.19,11510.75,129663.81
224,Jermaine Fletcher,30,2015,33427,29364,341,5116.67,2,"1594 Romero Square, Kirkhaven, KS 14797",kimberlydavis@example.com,1234568113,23-01-1973,Checking,28053.29,14170.68,53038.69
225,Beverly Lozano,29,2020,47184,33568,781,8293.38,5,"PSC 0884, Box 2482, APO AP 47397",yolanda95@example.org,1234568114,04-01-1954,Business,23685.9,12552.2,95320.48
226,Richard Price,63,2016,21127,12324,496,9556.58,5,"1283 Lauren Pines, Cruzfurt, WA 88965",manuelsalas@example.org,1234568115,25-03-1953,Savings,5163.88,25602.12,26167.12
227,Jean Robinson,25,2010,4531,17601,831,3917.33,2,"860 Christine Landing Suite 579, New Charleschester, NC 26582",jessephillips@example.net,1234568116,28-11-1958,Checking,37042.05,15812.33,34726.86
228,Todd Willis,48,2022,2121,69240,574,2394.69,4,"9560 Castro Haven Suite 937, North Mark, VA 01555",kimberly43@example.org,1234568117,26-07-2001,Savings,29821.7,20248.04,63942.81
229,James Young,31,2020,33343,32423,363,1711.15,3,"521 Natalie Lock Suite 856, Lake Jose, RI 44591",adamwoods@example.org,1234568118,23-05-1983,Checking,49343.83,20445.96,82299.37
230,Cody Brown,64,2014,48165,74642,400,3425.99,5,"99429 Nancy Wall Apt. 588, Rodneyfort, ID 04588",jdaniels@example.net,1234568119,11-07-2004,Savings,40929.01,27823.7,113089.99
231,Carrie Bishop,69,2013,9370,96192,360,2534.14,5,"7696 Brown Ports Apt. 042, North Preston, VA 75643",ykennedy@example.net,1234568120,02-12-1948,Checking,29759.97,20918.12,106122.29
232,Michele Hunt,21,2020,9013,95620,568,9953.02,2,"05484 Haley Bridge, Brandonside, IA 28166",philiprhodes@example.net,1234568121,27-10-1972,Checking,48558.38,22411.75,122321.63
233,Shawn Gomez,61,2023,44291,94380,385,2072.6,5,"106 Amber Stream, Jerryport, AL 88018",isaac28@example.net,1234568122,26-10-1968,Checking,47655.58,14224.52,24810.96
234,Mark Black,19,2023,3134,26599,594,529.6,4,"10833 Howe Rapids, Lake Victor, TX 80423",agregory@example.org,1234568123,31-01-1995,Business,47232.47,17069.06,48294.85
235,Tina Spears,52,2022,14770,26236,839,3242.68,3,"9438 Joy Hollow, South Paula, FM 78414",michael18@example.net,1234568124,10-12-1976,Checking,23860.19,11507.63,78632.68
236,Lauren Henry,45,2021,17394,53381,727,6492.83,1,"814 Julia Parkway Suite 290, Crosstown, MH 15642",rcarpenter@example.org,1234568125,27-04-1956,Savings,16588.07,461.59,36263.81
237,Cindy Adams,57,2012,15878,58584,704,9074.76,3,"026 Mcintyre Branch Suite 001, Monicaburgh, OR 56066",monica91@example.net,1234568126,19-09-1985,Business,35756.21,20176.2,141456.64
238,Christopher Smith,24,2014,8842,67275,410,2244.38,4,"021 Shane Manor, Brendanshire, WI 17514",thomasjohn@example.net,1234568127,12-11-1948,Checking,28426.72,29817.64,24959.73
239,Brenda Buchanan,71,2015,42157,34846,837,1875.85,1,"186 Cruz Harbors, North Christopherside, MT 67644",teresanelson@example.net,1234568128,08-04-1968,Business,49007.71,15104.26,109390.16
240,Tracy Sanders,34,2023,35007,20977,307,8919.4,4,"435 Reese Views, South Shaunborough, VT 18699",millermichael@example.net,1234568129,12-05-1991,Checking,4328.44,14701.2,113329.72
241,Jody Morgan,22,2018,15626,45089,322,1539.86,5,"399 Phillips River Suite 578, Lynnland, OH 28532",ymurphy@example.org,1234568130,12-01-1966,Business,45101.11,1173.55,36149.76
242,Stephen Norton,32,2020,47674,35170,796,2692.46,3,"9740 Harrison Expressway Suite 269, Karenville, VA 32080",anthony73@example.net,1234568131,14-04-1976,Savings,4055.81,7420.58,49895.25
243,Jesus Nguyen,22,2011,13490,30737,331,3847.9,4,"100 Flores Islands Apt. 397, New Tina, MA 35837",brownsarah@example.org,1234568132,04-07-1979,Savings,32887.39,29312.08,129316.44
244,Andrew Wood,59,2012,34046,82578,705,3325.44,3,"075 Rachel Hill Suite 067, Port Billy, IN 55460",hannah90@example.net,1234568133,25-07-1968,Checking,24012.71,19202.19,31952.74
245,Joseph Lopez,37,2017,20352,74590,461,9962.35,1,"46743 Tammy Rue Apt. 814, Port Connieborough, IL 32471",allenhenry@example.net,1234568134,28-11-1952,Business,40084.11,13112.87,73356.9
246,Michael Fitzgerald,40,2013,29388,19396,516,3736.05,3,"07453 Elliott Flats, North Lisastad, PA 08299",lopezmichael@example.com,1234568135,22-03-1980,Savings,20030.11,17972.78,45753.27
247,Scott Scott,45,2023,20312,71001,344,8208.67,1,"083 Oscar Rapids, North Dawn, ND 92479",pattersonmaria@example.com,1234568136,22-06-1958,Checking,37220.13,13913.05,134554.12
248,Micheal Williams,29,2019,31303,85124,386,9082.67,1,"8916 Hudson Rest, Johnport, NH 33581",rubiojessica@example.org,1234568137,07-12-1952,Business,12537.29,16660.25,132019.63
249,Andrea Murray,21,2019,48242,71112,780,6109.95,5,"07916 Jackson Prairie, South Coreymouth, HI 45229",cookcatherine@example.com,1234568138,22-09-1989,Savings,33220.29,5008.13,78474.81
250,Amber Lamb,50,2019,32341,99123,538,5658.07,3,"746 Mary Ports, Carrieside, SC 71312",obrienellen@example.org,1234568139,12-04-1966,Savings,17847.56,12274.07,148325.2
251,Julia Wilson,47,2011,41601,48799,705,1130.39,1,"151 Snyder Crossroad Apt. 766, Serranobury, CT 87087",ojohnson@example.org,1234568140,05-07-2000,Business,10390.82,24292.08,130060.37
